dataset,pool,variant,method,n,c,M,ACC,NMI,ARI,F1,runtime_seconds,status
Caltech101-20,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2386,20,20,0.26110645431684826,0.4080888236169159,0.16741744699669334,0.2015102633041904,0.357839199990849,ok
Caltech101-20,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2386,20,20,0.250628667225482,0.38776464265403776,0.12883631662042289,0.19649533377421166,0.40410400000109803,ok
Caltech101-20,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2386,20,20,0.2707460184409053,0.40314554840979816,0.1557618693499553,0.2109841973653214,0.43106399998941924,ok
Caltech101-20-MV,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2386,20,20,0.45683151718357085,0.610035432886692,0.36217869538073616,0.4300920450400535,0.5449435999908019,ok
Caltech101-20-MV,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2386,20,20,0.5041911148365466,0.6408844531225647,0.38293722734600183,0.47952839866835567,0.5294039000000339,ok
Caltech101-20-MV,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2386,20,20,0.47946353730092206,0.6221931126857088,0.34437438604319764,0.43567009374584814,0.7948329000064405,ok
Cardiotocography,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2126,10,20,0.40545625587958606,0.36227733174399224,0.18205436221253596,0.3539486698773683,0.323677399996086,ok
Cardiotocography,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2126,10,20,0.4063969896519285,0.356552362539216,0.17688687862231012,0.35913328315894233,0.3050383999943733,ok
Cardiotocography,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2126,10,20,0.4134524929444967,0.35571012846943595,0.18114948630990255,0.36395846982906555,0.20851430000038818,ok
Chameleon,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2277,5,20,0.3227931488801054,0.0645215350884266,0.04731928782586333,0.2713430424915679,0.07916560000739992,ok
Chameleon,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2277,5,20,0.3227931488801054,0.0645215350884266,0.04731928782586333,0.2713430424915679,0.11658679999527521,ok
Chameleon,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2277,5,20,0.3227931488801054,0.0645215350884266,0.04731928782586333,0.2713430424915679,0.07764299999689683,ok
CiteSeer,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,3312,6,20,0.38768115942028986,0.15075106441415834,0.1621997844455341,0.3212054279307047,0.17633309999655467,ok
CiteSeer,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,3312,6,20,0.3774154589371981,0.14828276188202513,0.15837249121297844,0.30419888056202216,0.12744729999394622,ok
CiteSeer,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,3312,6,20,0.3713768115942029,0.13972711426790835,0.1490828086566087,0.3024993790670865,0.18043320000288077,ok
Coauthor CS,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,18333,15,20,0.6070474008618338,0.6097483379516607,0.493431505310873,0.5625805369648886,2.4610395999916364,ok
Coauthor CS,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,18333,15,20,0.6137020673103147,0.6176016562133255,0.4982354650004488,0.5700550374962351,2.2576540000009118,ok
Coauthor CS,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,18333,15,20,0.6171384934271532,0.614609404544796,0.4979388365871828,0.5709141403597893,1.953991100002895,ok
Coauthor Physics,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,34493,5,20,0.7787087235091178,0.5992865600614794,0.6950582917925983,0.6912614999124568,0.10040730000764597,ok
Coauthor Physics,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,34493,5,20,0.7783028440553156,0.5902567855259186,0.6860874935939275,0.6927294721620941,0.10199420001299586,ok
Coauthor Physics,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,34493,5,20,0.7735192647783609,0.5953274862609793,0.6888107297455738,0.654521075693211,0.10194829999818467,ok
Cora,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2708,7,20,0.48559822747415066,0.3628934280935303,0.26063119792092176,0.35515709644242544,0.1329020999983186,ok
Cora,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2708,7,20,0.48005908419497784,0.3586841893828535,0.25043811133350313,0.3577692960237785,0.15684820000024047,ok
Cora,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2708,7,20,0.48559822747415066,0.36189259266282503,0.2629263842027741,0.35530726774518717,0.1726078000065172,ok
CoraFull,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,19793,70,20,0.3317334411155459,0.4888508393331522,0.22877734250192377,0.23774412835721093,30.29435260000173,ok
CoraFull,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,19793,70,20,0.32708533319860555,0.4830902500421097,0.21966114097647157,0.2383942362367912,27.992563599997084,ok
CoraFull,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,19793,70,20,0.3366846865053302,0.4886070539678767,0.2339764478723292,0.24586862218305902,25.766787500004284,ok
DBLP,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4057,4,20,0.8843973379344343,0.6677629377194271,0.729246492422971,0.878154326653255,0.1620579999871552,ok
DBLP,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4057,4,20,0.8831649001725412,0.6668507705910195,0.727039508408898,0.8769603458054575,0.16050949999771547,ok
DBLP,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4057,4,20,0.888341138772492,0.6769404530640456,0.7359349722295963,0.8831924049341422,0.16453390000970103,ok
Extended Yale-B,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2414,38,20,0.0932062966031483,0.12751502476922685,0.013258493626473373,0.09882378748237955,1.1146651999879396,ok
Extended Yale-B,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2414,38,20,0.09817729908864954,0.12373655058629178,0.013866856915234331,0.103968291786234,1.4361411999998381,ok
Extended Yale-B,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2414,38,20,0.09734879867439934,0.12381649832606378,0.016147901178232758,0.10288962106971251,1.4214039999933448,ok
Handwritten,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2000,10,20,0.952,0.9088620021674926,0.8976065962684697,0.9523200293098755,0.17286229999444913,ok
Handwritten,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2000,10,20,0.9515,0.9080928402948534,0.8969219691343323,0.9518591188723804,0.2026114000036614,ok
Handwritten,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2000,10,20,0.942,0.8966843568583854,0.8758787255329347,0.9427729973532724,0.19266139999672305,ok
Human Kidney,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2100,11,20,0.3557142857142857,0.2721677764796576,0.11500265721586178,0.24645795748511398,0.2391485999978613,ok
Human Kidney,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2100,11,20,0.36142857142857143,0.2724141399753332,0.09812308993002804,0.2515977613659153,0.1989709000044968,ok
Human Kidney,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2100,11,20,0.3314285714285714,0.2586325073388826,0.10582015281223754,0.21666600033273176,0.20065810000232887,ok
IMDB,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4278,3,20,0.35647498831229546,0.003991549782330513,3.915249018072575e-05,0.32737862285637254,0.0828272999933688,ok
IMDB,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4278,3,20,0.35834502103786814,0.0033287185948011142,-0.002120520203011994,0.29477847441165944,0.08571820000361186,ok
IMDB,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4278,3,20,0.34969611968209446,0.002784422904283213,-0.001016569412832644,0.3008275728469225,0.11098639998817816,ok
Isolet,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,1560,2,20,0.541025641025641,0.016206433616772483,0.006474738269439868,0.4607173826137169,0.0495463999977801,ok
Isolet,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,1560,2,20,0.6929487179487179,0.11026215916998752,0.1483705726426782,0.6929475823998363,0.05426989999250509,ok
Isolet,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,1560,2,20,0.592948717948718,0.02651801022339869,0.033962674089021365,0.5888901569778904,0.05715090000012424,ok
LandUse-21,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2100,21,20,0.22523809523809524,0.3201503354463587,0.10162662113412141,0.18808262539705362,0.5841645000036806,ok
LandUse-21,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2100,21,20,0.21714285714285714,0.3098591555229085,0.09919110417691746,0.1636087545336944,0.6541978000022937,ok
LandUse-21,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2100,21,20,0.20476190476190476,0.30798990592597025,0.09422733576733174,0.16353295229204431,0.6448539999983041,ok
Letter,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,20000,26,20,0.26935,0.38289144972546996,0.12207522161078815,0.27825447808678583,6.149916400012444,ok
Letter,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,20000,26,20,0.27255,0.39345758738636155,0.1322219421829075,0.2829045910817899,5.2648344000044744,ok
Letter,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,20000,26,20,0.2811,0.38942381631147044,0.13498817482781708,0.2942380697805373,5.772393600011128,ok
Leukemia,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,72,2,20,0.7083333333333334,0.12531250648530332,0.16207751501386602,0.6950998185117967,0.02659049999783747,ok
Leukemia,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,72,2,20,0.7083333333333334,0.12531250648530332,0.16207751501386602,0.6950998185117967,0.024814900010824203,ok
Leukemia,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,72,2,20,0.7083333333333334,0.12531250648530332,0.16207751501386602,0.6950998185117967,0.026726600000984035,ok
Leukemia2,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,72,3,20,0.6111111111111112,0.489053040886391,0.3709599322861673,0.5006802721088436,0.031240099997376092,ok
Leukemia2,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,72,3,20,0.5833333333333334,0.42419207107531653,0.291439196763541,0.47754137115839246,0.030641499994089827,ok
Leukemia2,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,72,3,20,0.6111111111111112,0.489053040886391,0.3709599322861673,0.5006802721088436,0.031215299997711554,ok
MFeat-pix,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2000,10,20,0.8955,0.8168901194550022,0.7808190072119567,0.8973062125619083,0.17130069999257103,ok
MFeat-pix,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2000,10,20,0.875,0.8185630510576054,0.7684440824051157,0.8739207659091948,0.16861219999555033,ok
MFeat-pix,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2000,10,20,0.7515,0.800494570888913,0.7023605657190882,0.7428866609627318,0.19353420000697952,ok
MSRC-v1,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,210,7,20,0.7285714285714285,0.6773588555847249,0.590524694484844,0.6849441817591464,0.06666550000954885,ok
MSRC-v1,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,210,7,20,0.7380952380952381,0.6780094757389566,0.6027601324225382,0.6940381919679102,0.06462119999923743,ok
MSRC-v1,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,210,7,20,0.7428571428571429,0.6744866496152505,0.5828475770396693,0.7316711807584115,0.0885911999939708,ok
Movies617,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,617,17,20,0.12317666126418152,0.1037377369189307,0.006621988651551587,0.0664493288668817,0.19710800000757445,ok
Movies617,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,617,17,20,0.12641815235008103,0.10794660870299566,0.00729707810963346,0.06488781640571525,0.2416804999957094,ok
Movies617,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,617,17,20,0.11507293354943274,0.08688249131305115,0.0065506887106408585,0.048724933068664336,0.20011279999744147,ok
NGs,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,500,5,20,0.21,0.02299490091482457,0.00011056189768457511,0.08691134485616847,0.05005479999817908,ok
NGs,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,500,5,20,0.206,0.015480269156409545,-3.853876421598665e-06,0.07899528207854344,0.057935000004363246,ok
NGs,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,500,5,20,0.208,0.019246563491445046,3.690568721115807e-05,0.0829908200904124,0.08048290001170244,ok
NUSWIDE-Object-2000,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2000,31,20,0.177,0.17309031361798075,0.053594778850025365,0.10792062586884343,1.4883028999902308,ok
NUSWIDE-Object-2000,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2000,31,20,0.17,0.1741801566023067,0.04273500242267408,0.10989041621796296,1.1485350000002654,ok
NUSWIDE-Object-2000,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2000,31,20,0.159,0.1640739642884618,0.038179646913554056,0.11561303786659903,1.4215285999962362,ok
ORL,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,400,40,20,0.665,0.8329115955945778,0.46629659491690406,0.6648769125653139,0.41733759999624453,ok
ORL,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,400,40,20,0.6375,0.8403656060232769,0.45982810926008955,0.6308756795996603,0.3514920000015991,ok
ORL,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,400,40,20,0.665,0.8394223089183186,0.4767931641582025,0.6566011980734027,0.3512948999996297,ok
PubMed,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,19717,3,20,0.5157985494750723,0.1589690154431408,0.11190279706310928,0.43637971612569637,0.3633319999935338,ok
PubMed,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,19717,3,20,0.5161535730587817,0.1587019665842166,0.11198318626725552,0.4365827775424343,0.3678373000002466,ok
PubMed,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,19717,3,20,0.5159507024395192,0.1588981128270284,0.1119178414132861,0.43645036427104705,0.2844887999963248,ok
Reuters,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,1500,6,20,0.47333333333333333,0.17994259337418683,0.17970747888507604,0.20696567174495525,0.1317637000029208,ok
Reuters,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,1500,6,20,0.4806666666666667,0.219467866316778,0.18007223975777437,0.21467569012136076,0.1758685999957379,ok
Reuters,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,1500,6,20,0.464,0.22217729573888853,0.14607091389300444,0.21114466730131634,0.1465604999975767,ok
Scene15,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4485,15,20,0.40490523968784836,0.41783120015580055,0.2266887951256313,0.40290771007857795,0.9049227999930736,ok
Scene15,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4485,15,20,0.4,0.42191489026401513,0.23245183719121576,0.3806513658503023,1.0481417999981204,ok
Scene15,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4485,15,20,0.41226309921962095,0.4223996129155638,0.22694862802756371,0.40159325917871924,1.211708599992562,ok
Squirrel,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,5201,5,20,0.23380119207844646,0.01038142952876126,0.004176431773128755,0.19045570163455056,0.17555329999595415,ok
Squirrel,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,5201,5,20,0.23399346279561622,0.010641256519998336,0.004274441126862363,0.190614139962541,0.15088549999927636,ok
Squirrel,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,5201,5,20,0.23514708709863488,0.010808323493831672,0.004462248130590495,0.1911833873669179,0.15036369999870658,ok
UMIST,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,575,20,20,0.42086956521739133,0.6130150374409099,0.3106924055036838,0.40381213369305646,0.18843609999748878,ok
UMIST,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,575,20,20,0.40869565217391307,0.5925573556405034,0.277258650330543,0.41407230187442934,0.1896238000044832,ok
UMIST,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,575,20,20,0.43478260869565216,0.6232042827191833,0.31438329972577855,0.4365124439674262,0.2342248000059044,ok
USPS3568,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,3082,4,20,0.6735885788449059,0.652908970284973,0.5345693942291219,0.6110411710857689,0.14339540000946727,ok
USPS3568,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,3082,4,20,0.6742375081116159,0.6458793302099508,0.5362000250967713,0.61161811000441,0.1941722000046866,ok
USPS3568,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,3082,4,20,0.6742375081116159,0.6401280420594955,0.5377606024010896,0.6092481530392638,0.17003150000527967,ok
WebKB,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,1051,2,20,0.780209324452902,0.0008822294415695806,-0.0013674461502060072,0.43826830571886694,0.03190030000405386,ok
WebKB,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,1051,2,20,0.780209324452902,0.0008822294415695806,-0.0013674461502060072,0.43826830571886694,0.03199200000381097,ok
WebKB,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,1051,2,20,0.780209324452902,0.0008822294415695806,-0.0013674461502060072,0.43826830571886694,0.03255920000083279,ok
WebKB-Cornell,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,195,5,20,0.3333333333333333,0.08701412483895352,0.03225868722445745,0.2863138910346196,0.04797699999471661,ok
WebKB-Cornell,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,195,5,20,0.3384615384615385,0.08405269758927573,0.023194914814477947,0.2859550291299533,0.05529019999084994,ok
WebKB-Cornell,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,195,5,20,0.3487179487179487,0.08359194755741518,0.015471233775878295,0.2703519287221449,0.046897899999748915,ok
WebKB-Texas,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,187,5,20,0.42245989304812837,0.06938464227674201,0.08650979299276508,0.25793103448275867,0.04541459999745712,ok
WebKB-Texas,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,187,5,20,0.42245989304812837,0.020229332885190188,0.003576286114902955,0.19736951720777435,0.05204310000408441,ok
WebKB-Texas,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,187,5,20,0.43315508021390375,0.029957651496173385,0.013796342585889455,0.20188644688644689,0.0502180000039516,ok
WebKB-Washington,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,230,5,20,0.4434782608695652,0.07556273073993679,0.04745400092782836,0.22303644202721123,0.046411400006036274,ok
WebKB-Washington,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,230,5,20,0.4434782608695652,0.07270879398303291,0.0536300048057902,0.22938607716220397,0.06054500000027474,ok
WebKB-Washington,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,230,5,20,0.45217391304347826,0.07607386562138606,0.06330001521797639,0.23664587760216835,0.04896960000041872,ok
WebKB-Wisconsin,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,265,5,20,0.30943396226415093,0.04600619592178763,0.017111729263916388,0.25516649512307854,0.04726439999649301,ok
WebKB-Wisconsin,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,265,5,20,0.32452830188679244,0.03875787989577503,0.01338811163027295,0.26350290203029203,0.06261439999798313,ok
WebKB-Wisconsin,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,265,5,20,0.30566037735849055,0.0360361469720126,0.015031138413306982,0.2264197981354028,0.05232160000014119,ok
Wiki,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2866,10,20,0.5118632240055827,0.43916891520519746,0.3387025056712885,0.47609483032720484,0.39002540000365116,ok
Wiki,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2866,10,20,0.5237264480111654,0.43412698405711075,0.3197451094241928,0.5091537073961115,0.3901005000079749,ok
Wiki,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,2866,10,20,0.48220516399162594,0.4204837753927496,0.31133212324753545,0.4752663170049642,0.3833084000070812,ok
WikiCS,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,11701,10,20,0.45944791043500555,0.37149124572793313,0.2558496340803024,0.30450543401472274,0.8437905999890063,ok
WikiCS,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,11701,10,20,0.42722844201350313,0.3552948072270577,0.25389899543489747,0.2841948259567787,0.6801068999920972,ok
WikiCS,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,11701,10,20,0.40201692163062985,0.3383327527594899,0.23389875849987715,0.23615613638732186,0.7806953999970574,ok
Worm Neuron,0,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4186,10,20,0.3547539417104634,0.26237827970381455,0.0653897879069009,0.2882012580330901,0.22918019999633543,ok
Worm Neuron,1,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4186,10,20,0.356426182513139,0.2560886647814282,0.05935535955838714,0.28655888958464765,0.2526187000039499,ok
Worm Neuron,2,PSF-CE w/o nonlinear filtering,PSF-CE q=1 fixed lambda,4186,10,20,0.3193979933110368,0.17182244511961847,0.021532396880905934,0.2342693124913014,0.37838449999981094,ok
11_Tumors,0,PSF-CE,PSF-CE,174,11,20,0.5402298850574713,0.594343388947255,0.3762520040343654,0.4321958848422362,0.1166785999957937,ok
11_Tumors,1,PSF-CE,PSF-CE,174,11,20,0.6149425287356322,0.6087792320568344,0.4456617555000983,0.5221591439829891,0.1494047000014688,ok
3Sources,0,PSF-CE,PSF-CE,169,6,20,0.408284023668639,0.1772645757734948,0.0028995941058213,0.201423097974822,0.0899807999958284,ok
11_Tumors,2,PSF-CE,PSF-CE,174,11,20,0.5517241379310345,0.5994636533586034,0.3859058318522863,0.4402751484843961,0.1207187999971211,ok
10X PBMC,0,PSF-CE,PSF-CE,4271,8,20,0.7424490751580426,0.7569520411157957,0.6395566544365153,0.5619761647658187,0.2673117000085767,ok
10X PBMC,1,PSF-CE,PSF-CE,4271,8,20,0.7173963942870523,0.7403312509320238,0.6291808120814397,0.4451965833212042,0.3026738000044133,ok
10X PBMC,2,PSF-CE,PSF-CE,4271,8,20,0.7120112385858113,0.7480145663599032,0.6451280121148394,0.4878584074130178,0.3177902000024915,ok
3Sources,1,PSF-CE,PSF-CE,169,6,20,0.4319526627218935,0.1737893926635824,0.0133312212337817,0.2390796663221246,0.1127241999929538,ok
3Sources,2,PSF-CE,PSF-CE,169,6,20,0.408284023668639,0.147849564902162,-0.0053145882082653,0.1718566122388938,0.0967834000039147,ok
ACM,0,PSF-CE,PSF-CE,3025,3,20,0.6833057851239669,0.4545105124288957,0.4126658819291506,0.6902058667697689,0.1162398000014945,ok
ACM,1,PSF-CE,PSF-CE,3025,3,20,0.6813223140495868,0.4560725223935644,0.4111198093621884,0.6883781380667809,0.1219933999964268,ok
ACM,2,PSF-CE,PSF-CE,3025,3,20,0.6892561983471074,0.4646639750918023,0.4238158639774586,0.6951129801366972,0.1079762000008486,ok
Actor,0,PSF-CE,PSF-CE,7600,5,20,0.2609210526315789,0.0008765542957394,0.001062276724784,0.1165162715908819,0.3798518999974476,ok
Actor,1,PSF-CE,PSF-CE,7600,5,20,0.2609210526315789,0.0008788946638479,0.0010406981569974,0.1166232187300496,0.3056284000049345,ok
Actor,2,PSF-CE,PSF-CE,7600,5,20,0.2609210526315789,0.0008772606957643,0.0010861730826213,0.1165129360360753,0.2956026000028942,ok
Amazon Computers,0,PSF-CE,PSF-CE,13752,10,20,0.5357038976148923,0.4603335437980556,0.3123090265710567,0.5316033349540847,2.133695500000613,ok
Amazon Computers,1,PSF-CE,PSF-CE,13752,10,20,0.5171611401977894,0.4496399043031774,0.2939221321539476,0.5239315499950842,1.95278629999666,ok
Amazon Photo,0,PSF-CE,PSF-CE,7650,8,20,0.5922875816993464,0.5399050843004729,0.3694690627733385,0.5216195556138447,0.5681176999933086,ok
Amazon Photo,1,PSF-CE,PSF-CE,7650,8,20,0.5913725490196079,0.5401800271814077,0.3702230485097399,0.5213174658446589,0.5761325000057695,ok
Amazon Computers,2,PSF-CE,PSF-CE,13752,10,20,0.5191244909831297,0.4441920005672818,0.2892634418643525,0.5235206569938478,1.9958916000032327,ok
BBC News Sport,0,PSF-CE,PSF-CE,737,5,20,0.3744911804613297,0.1896744542972595,0.0509420023221193,0.3191629141464608,0.1098828000103822,ok
BBC News Sport,1,PSF-CE,PSF-CE,737,5,20,0.4355495251017639,0.2667994590857897,0.083255310414426,0.4064837862727174,0.1031882999959634,ok
Amazon Photo,2,PSF-CE,PSF-CE,7650,8,20,0.5901960784313726,0.5398403123581583,0.369214510282905,0.5199450448698687,0.6299499000015203,ok
BBC News Sport,2,PSF-CE,PSF-CE,737,5,20,0.3989145183175034,0.1690014928410016,0.0532785857083453,0.3086372969326066,0.1221624000027077,ok
BBC-MV,0,PSF-CE,PSF-CE,685,5,20,0.32992700729927,0.0106854001133137,-0.000693262347382,0.1059053382674903,0.1101429999980609,ok
BBC-MV,1,PSF-CE,PSF-CE,685,5,20,0.32992700729927,0.0154017697119373,0.0027410570017182,0.1188705591597158,0.1263829000090481,ok
BBC-MV,2,PSF-CE,PSF-CE,685,5,20,0.3313868613138686,0.0164056816277134,0.0034702039349121,0.1194048025707627,0.0942045999981928,ok
BBCSport-MV,0,PSF-CE,PSF-CE,544,5,20,0.4944852941176471,0.2607852314802768,0.090382064435618,0.3526399328434481,0.1201040999876568,ok
BBCSport-MV,1,PSF-CE,PSF-CE,544,5,20,0.4871323529411764,0.2487698531810076,0.0826790186907248,0.3465725185789578,0.0846447000076295,ok
BBCSport-MV,2,PSF-CE,PSF-CE,544,5,20,0.4852941176470588,0.2548033415456885,0.0901315695281246,0.3377445193276009,0.1042015999992145,ok
100Leaves,0,PSF-CE,PSF-CE,1600,100,20,0.824375,0.9244828979860216,0.6513472618076347,0.8196925820318722,5.293116400003783,ok
100Leaves,1,PSF-CE,PSF-CE,1600,100,20,0.801875,0.920614936216084,0.6163326845331919,0.7928873893263646,5.562472900011926,ok
100Leaves,2,PSF-CE,PSF-CE,1600,100,20,0.829375,0.9298803096743712,0.7061896158955697,0.8268460391584709,5.7963460000028135,ok
